"","cpid","crop.name","crop.category","cropid","variable","value"
"5732","KHANDWA","Kadu(pumpkin)","VEGETABLE",608,"v16",1
"5733","KHANDWA","Gilki","VEGETABLE",609,"v16",1
"5734","KHANDWA","Muttor(peas)","VEGETABLE",610,"v16",1
"5735","KHANDWA","Loki(bottle gourd)","VEGETABLE",611,"v16",1
"5736","KHANDWA","Amadi ki bhaji","VEGETABLE",612,"v16",1
"5737","KHANDWA","mirch","VEGETABLE",613,"v16",1
"5738","KHANDWA","Gajar(carrot)","VEGETABLE",614,"v16",1
"5739","KHANDWA","Muli(raddish)","VEGETABLE",615,"v16",1
"5740","MAHBUBNAGAR","rice","CEREALS",101,"v16",1
"5741","MAHBUBNAGAR","Jowar","CEREALS",102,"v16",1
"5745","MAHBUBNAGAR","kandi","PULSES",203,"v16",1
"5747","MAHBUBNAGAR","Green gram ","PULSES",205,"v16",1
"5749","MAHBUBNAGAR","Bebbarlu","PULSES",207,"v16",1
"5751","MAHBUBNAGAR","palli","OILSEEDS",301,"v16",1
"5754","MAHBUBNAGAR","sesame","OILSEEDS",304,"v16",1
"5756","MAHBUBNAGAR","mango","FRUIT",501,"v16",1
"5760","MAHBUBNAGAR","nalla neradi pandu","FRUIT",505,"v16",1
"5761","MAHBUBNAGAR","Manga pandu","FRUIT",506,"v16",1
"5762","MAHBUBNAGAR","Ganga reni pandu","FRUIT",507,"v16",1
"5763","MAHBUBNAGAR","Guava ","FRUIT",508,"v16",1
"5764","MAHBUBNAGAR","Sapota","FRUIT",509,"v16",1
"5765","MAHBUBNAGAR","Paalakura  (leafyvegetable)                                                                                                                                ","VEGETABLE",601,"v16",1
"5766","MAHBUBNAGAR","Menthem  (leafyvegetable)                             ","VEGETABLE",602,"v16",1
"5768","MAHBUBNAGAR","mirchi","VEGETABLE",604,"v16",1
"5770","MAHBUBNAGAR","Benda ","VEGETABLE",606,"v16",1
"5771","MAHBUBNAGAR","Sorakaaya","VEGETABLE",607,"v16",1
"5773","MAHBUBNAGAR","Ulligadda","VEGETABLE",609,"v16",1
"5774","MAHBUBNAGAR","Tota kura(leafy vegetable)","VEGETABLE",610,"v16",1
"5776","MALKANGIRI","Paddy","CEREALS",102,"v16",1
"5777","MALKANGIRI","Ragi","CEREALS",103,"v16",1
"5778","MALKANGIRI","sua (millets)","CEREALS",104,"v16",1
"5779","MALKANGIRI","Sweet corn","CEREALS",105,"v16",1
"5780","MALKANGIRI","Boroboti","PULSES",201,"v16",1
"5781","MALKANGIRI","dongorrani","PULSES",202,"v16",1
"5782","MALKANGIRI","Horse gram","PULSES",203,"v16",1
"5783","MALKANGIRI","Jhudungo","PULSES",204,"v16",1
"5784","MALKANGIRI","pigeon pea","PULSES",205,"v16",1
"5785","MALKANGIRI","Black gram","PULSES",206,"v16",1
"5786","MALKANGIRI","Green gram","PULSES",207,"v16",1
"5787","MALKANGIRI","Alsi","OILSEEDS",301,"v16",1
"5788","MALKANGIRI","seasame","OILSEEDS",302,"v16",1
"5799","MALKANGIRI","papaya","FRUIT",503,"v16",1
"5801","MALKANGIRI"," yam root","VEGETABLE",601,"v16",1
"5802","MALKANGIRI","ash gourd","VEGETABLE",602,"v16",1
"5804","MALKANGIRI","Beans","VEGETABLE",604,"v16",1
"5805","MALKANGIRI","Bitter gourd","VEGETABLE",605,"v16",1
"5806","MALKANGIRI","Black beans","VEGETABLE",606,"v16",1
"5807","MALKANGIRI","Bottle gourd","VEGETABLE",607,"v16",1
"5808","MALKANGIRI","Brinjal","VEGETABLE",608,"v16",1
"5809","MALKANGIRI","Butter beans","VEGETABLE",609,"v16",1
"5813","MALKANGIRI","Drumsticks","VEGETABLE",613,"v16",1
"5814","MALKANGIRI","Eddoe ( root vegetable)","VEGETABLE",614,"v16",1
"5815","MALKANGIRI","Evy gourd","VEGETABLE",615,"v16",1
"5816","MALKANGIRI","Kidney beans","VEGETABLE",616,"v16",1
"5818","MALKANGIRI","Lady’s finger","VEGETABLE",618,"v16",1
"5820","MALKANGIRI","pumpkin","VEGETABLE",620,"v16",1
"5821","MALKANGIRI","radish","VEGETABLE",621,"v16",1
"5822","MALKANGIRI","ridge gourd","VEGETABLE",622,"v16",1
"5823","MALKANGIRI","Snake gourd","VEGETABLE",623,"v16",1
"5825","MALKANGIRI","Tomato","VEGETABLE",625,"v16",1
"5827","MALKANGIRI","Chilli","VEGETABLE",627,"v16",1
"5830","MALKANGIRI","Ginger","VEGETABLE",630,"v16",1
"5832","MALKANGIRI","Turmeric","VEGETABLE",632,"v16",1
"5833","PALAMU","Makka(maize)","CEREALS",101,"v16",1
"5834","PALAMU"," Dhan(paddy)","CEREALS",102,"v16",1
"5835","PALAMU","Genhu(wheat)","CEREALS",103,"v16",1
"5842","PALAMU","Arhar","PULSES",201,"v16",1
"5843","PALAMU","Gram","PULSES",202,"v16",1
"5844","PALAMU","Masoor","PULSES",203,"v16",1
"5845","PALAMU","kurthi","PULSES",204,"v16",1
"5846","PALAMU","Bodi","PULSES",205,"v16",1
"5848","PALAMU","khesari ","PULSES",207,"v16",1
"5850","PALAMU","moong","PULSES",209,"v16",1
"5853","PALAMU","Tisi","OILSEEDS",302,"v16",1
"5854","PALAMU","Sarso(mustard)","OILSEEDS",303,"v16",1
"5856","PALAMU","Til(sesame)","OILSEEDS",305,"v16",1
"5858","PALAMU","Mahua fruit","FRUIT",501,"v16",1
"5859","PALAMU","Aam(mango)","FRUIT",502,"v16",1
"5861","PALAMU","Amrud(guvava)","FRUIT",504,"v16",1
"5876","PALAMU","Tamator(tomato)","VEGETABLE",603,"v16",1
"5877","PALAMU","Aalu(potato)","VEGETABLE",604,"v16",1
"5878","PALAMU","Pyaj(onion)","VEGETABLE",605,"v16",1
"5880","PALAMU","Mulli(raddish)","VEGETABLE",607,"v16",1
"5881","PALAMU","Mircha(chillies)","VEGETABLE",608,"v16",1
"5889","PALAMU","lahsun(garlic)","VEGETABLE",616,"v16",1
"5899","PALAMU","dhania(coriander)","VEGETABLE",626,"v16",1
"5905","BANKURA","Paddy","CEREALS",101,"v16",1
"5909","BANKURA","Raher ","PULSES",201,"v16",1
"5910","BANKURA","Chola","PULSES",202,"v16",1
"5911","BANKURA","Roma  ","PULSES",203,"v16",1
"5915","BANKURA","Dumur ","PULSES",207,"v16",1
"5917","BANKURA","Tisi ","OILSEEDS",302,"v16",1
"5918","BANKURA","Khasla ","OILSEEDS",303,"v16",1
"5920","BANKURA","Mango","FRUIT",502,"v16",1
"5921","BANKURA","Jam / kut (Blackberry)","FRUIT",503,"v16",1
"5922","BANKURA","jackfruit","FRUIT",504,"v16",1
"5923","BANKURA","Bel","FRUIT",505,"v16",1
"5924","BANKURA","amra (  mango)","FRUIT",506,"v16",1
"5925","BANKURA","Date","FRUIT",507,"v16",1
"5926","BANKURA","plum","FRUIT",508,"v16",1
"5927","BANKURA","Guvava","FRUIT",509,"v16",1
"5928","BANKURA","Custard Apple ","FRUIT",510,"v16",1
"5929","BANKURA","Kul ","FRUIT",511,"v16",1
"5931","BANKURA","Bedana (Pomergranate)","FRUIT",513,"v16",1
"5935","BANKURA","Water Melon","FRUIT",517,"v16",1
"5937","BANKURA","Potato","VEGETABLE",601,"v16",1
"5938","BANKURA","Green Onion","VEGETABLE",602,"v16",1
"5939","BANKURA","Brinjal","VEGETABLE",603,"v16",1
"5940","BANKURA","Raddish","VEGETABLE",604,"v16",1
"5941","BANKURA","lau(bottle Gourd)","VEGETABLE",605,"v16",1
"5942","BANKURA","note Shak  (Leafy vegetable)","VEGETABLE",606,"v16",1
"5944","BANKURA","Munga ( Drumstick)","VEGETABLE",608,"v16",1
"5945","BANKURA","Pepe (Papaya)","VEGETABLE",609,"v16",1
"5946","BANKURA","Saru/Alti (root vegetable)","VEGETABLE",610,"v16",1
"5947","BANKURA","Lady's Finger","VEGETABLE",611,"v16",1
"5948","BANKURA","Jhinga","VEGETABLE",612,"v16",1
"5949","BANKURA","Karla (Bitter Gourd )","VEGETABLE",613,"v16",1
"5950","BANKURA","Barbati","VEGETABLE",614,"v16",1
"5951","BANKURA","Kalmi Shak  (Leafy vegetable)","VEGETABLE",615,"v16",1
"5952","BANKURA","Kundri","VEGETABLE",616,"v16",1
"5953","BANKURA","Oll Kaphi  (root vegetable)","VEGETABLE",617,"v16",1
"5955","BANKURA","Green Chillies","VEGETABLE",619,"v16",1
"5956","BANKURA","Red Chillies","VEGETABLE",620,"v16",1
"5957","BANKURA","Palang Shak  (Leafy vegetable)","VEGETABLE",621,"v16",1
"5958","BANKURA","Purui / pui  (Leafy vegetable)","VEGETABLE",622,"v16",1
"5959","BANKURA","Tomato","VEGETABLE",623,"v16",1
"5960","BANKURA","Sim","VEGETABLE",624,"v16",1
"5961","BANKURA","lasun (garlic)","VEGETABLE",625,"v16",1
"5962","BANKURA","Onion","VEGETABLE",626,"v16",1
"5963","BANKURA","Kulathi shak  (Leafy vegetable)","VEGETABLE",627,"v16",1
"5964","BANKURA","Hincha shak (Leafy vegetable)","VEGETABLE",628,"v16",1
"5965","BANKURA","Cauliflower","VEGETABLE",629,"v16",1
"5966","BANKURA","cabbage","VEGETABLE",630,"v16",1
"5967","BANKURA","pumpkin","VEGETABLE",631,"v16",1
"5968","BANKURA","Shosha (Cucumber)","VEGETABLE",632,"v16",1
"5969","KACHCHH","Jowar","CEREALS",101,"v17",1
"5970","KACHCHH","Bajra","CEREALS",102,"v17",1
"5971","KACHCHH","wheat","CEREALS",103,"v17",1
"5972","KACHCHH","Mug","PULSES",201,"v17",1
"5973","KACHCHH","Math","PULSES",202,"v17",1
"5975","KACHCHH","Aranda","OILSEEDS",301,"v17",1
"5976","KACHCHH","Tal (sesame)","OILSEEDS",302,"v17",1
"5977","KACHCHH","groundnut(mungfali)","OILSEEDS",303,"v17",1
"5978","KACHCHH","Raydo (Mustard)","OILSEEDS",304,"v17",1
"5980","KACHCHH","kapas(cotton)","FIBRE",401,"v17",1
"5984","KACHCHH","RIGAN (Brinjal)","VEGETABLE",601,"v17",1
"5986","KACHCHH","Tameta(Tomato)","VEGETABLE",603,"v17",1
"5997","DEVAS","Jowar","CEREALS",101,"v17",1
"5998","DEVAS","Makka(maize)","CEREALS",102,"v17",1
"5999","DEVAS","Dhan(paddy)","CEREALS",103,"v17",1
"6001","DEVAS","Bajra","CEREALS",105,"v17",1
"6002","DEVAS","Genhu(wheat)","CEREALS",104,"v17",1
"6003","DEVAS","Tuar","PULSES",201,"v17",1
"6004","DEVAS","Chana","PULSES",202,"v17",1
"6005","DEVAS","Chawla","PULSES",203,"v17",1
"6006","DEVAS","Urad","PULSES",204,"v17",1
"6007","DEVAS","Mung","PULSES",205,"v17",1
"6008","DEVAS","Soyabean","OILSEEDS",301,"v17",1
"6009","DEVAS","Mungfali(groundnut)","OILSEEDS",302,"v17",1
"6010","DEVAS","Tillee(sesame)","OILSEEDS",303,"v17",1
"6011","DEVAS","Kapas(cotton)","FIBRE",401,"v17",1
"6014","DEVAS","Jam","FRUIT",503,"v17",1
"6015","DEVAS","Jamun","FRUIT",504,"v17",1
"6016","DEVAS","Papita","FRUIT",505,"v17",1
"6017","DEVAS","Tarbuj","FRUIT",506,"v17",1
"6018","DEVAS","Kharbuj","FRUIT",507,"v17",1
"6019","DEVAS","Amrood","FRUIT",508,"v17",1
"6020","DEVAS","Sitafal","FRUIT",509,"v17",1
"6021","DEVAS","Anar","FRUIT",510,"v17",1
"6022","DEVAS","Temru","FRUIT",511,"v17",1
"6023","DEVAS","Khajur(dates)","FRUIT",512,"v17",1
"6024","DEVAS","Billa","FRUIT",513,"v17",1
"6025","DEVAS","Bair(Indian apple)","FRUIT",514,"v17",1
"6026","DEVAS","Mahua","FRUIT",515,"v17",1
"6027","DEVAS","Imali(tamarind)","FRUIT",516,"v17",1
"6029","DEVAS","Awla(gooseberry)","FRUIT",518,"v17",1
"6035","DEVAS","Katar","FRUIT",524,"v17",1
"6036","DEVAS","Bhindi(okra)","VEGETABLE",601,"v17",1
"6037","DEVAS","Karela(bitter gourd)","VEGETABLE",602,"v17",1
"6038","DEVAS","Kakadi","VEGETABLE",603,"v17",1
"6039","DEVAS","Baingan(brinjal)","VEGETABLE",604,"v17",1
"6040","DEVAS","Gobhi(cauliflower)","VEGETABLE",605,"v17",1
"6043","DEVAS","Muli(raddish)","VEGETABLE",608,"v17",1
"6044","DEVAS","Palak(spinach)","VEGETABLE",609,"v17",1
"6045","DEVAS","Maithi(fenugreek)","VEGETABLE",610,"v17",1
"6046","DEVAS","Aalu(potato)","VEGETABLE",611,"v17",1
"6047","DEVAS","Batla","VEGETABLE",612,"v17",1
"6048","DEVAS","Dhaniya(coriander)","VEGETABLE",613,"v17",1
"6049","DEVAS","Mirchi(chillies)","VEGETABLE",614,"v17",1
"6050","DEVAS","Arabi(taro)","VEGETABLE",615,"v17",1
"6051","DEVAS","Gilki","VEGETABLE",616,"v17",1
"6052","DEVAS","Gawarfali(cluster beans)","VEGETABLE",617,"v17",1
"6053","DEVAS","Loki(bottle gourd)","VEGETABLE",618,"v17",1
"6054","DEVAS","Kaddu(pumpkin)","VEGETABLE",619,"v17",1
"6055","DEVAS","Toriya (ridge gourd)","VEGETABLE",620,"v17",1
"6056","DEVAS","Tumadi","VEGETABLE",621,"v17",1
"6057","DEVAS","Jhumaki","VEGETABLE",622,"v17",1
"6058","DEVAS","Balar","VEGETABLE",624,"v17",1
"6059","DEVAS","Surjnafali","VEGETABLE",625,"v17",1
"6061","DEVAS","Dangari","VEGETABLE",627,"v17",1
"6062","DEVAS","Amadi","VEGETABLE",628,"v17",1
"6065","DEVAS","Arandi","VEGETABLE",631,"v17",1
"6066","KHANDWA","Jowar","CEREALS",101,"v17",1
"6067","KHANDWA","Maize","CEREALS",102,"v17",1
"6068","KHANDWA","Wheat","CEREALS",103,"v17",1
"6069","KHANDWA","Paddy","CEREALS",104,"v17",1
"6070","KHANDWA","Sawariya","PULSES",201,"v17",1
"6071","KHANDWA","Codu","PULSES",202,"v17",1
"6072","KHANDWA","Kutki","PULSES",203,"v17",1
"6073","KHANDWA","Badali","PULSES",204,"v17",1
"6074","KHANDWA","Gram","PULSES",205,"v17",1
"6075","KHANDWA","Tuwar","PULSES",206,"v17",1
"6076","KHANDWA","Urad","PULSES",207,"v17",1
"6077","KHANDWA","Mung","PULSES",208,"v17",1
"6078","KHANDWA","Chawala","PULSES",209,"v17",1
"6079","KHANDWA","Masoor","PULSES",210,"v17",1
"6080","KHANDWA","Soyabean","OILSEEDS",301,"v17",1
"6081","KHANDWA","mungfali (groundnut)","OILSEEDS",302,"v17",1
"6082","KHANDWA","tilli(sesame)","OILSEEDS",303,"v17",1
"6083","KHANDWA","Cotton","FIBRE",401,"v17",1
"6084","KHANDWA","Jam","FRUIT",501,"v17",1
"6085","KHANDWA","Aam(mango)","FRUIT",502,"v17",1
"6086","KHANDWA","Jamun(black plum)","FRUIT",503,"v17",1
"6087","KHANDWA","Ber (Indian apple)","FRUIT",504,"v17",1
"6088","KHANDWA","Aawala(gooseberry)","FRUIT",505,"v17",1
"6089","KHANDWA","Mahuwa","FRUIT",506,"v17",1
"6090","KHANDWA","Temru","FRUIT",507,"v17",1
"6091","KHANDWA","Nimbu(lemon)","FRUIT",508,"v17",1
"6092","KHANDWA","Sitafal(custard apple)","FRUIT",509,"v17",1
"6093","KHANDWA","Kela(banana)","FRUIT",510,"v17",1
"6094","KHANDWA","papita(pappaya)","FRUIT",511,"v17",1
"6095","KHANDWA","katal (jackfruit)","FRUIT",512,"v17",1
"6096","KHANDWA","Imali(tamarind)","FRUIT",513,"v17",1
"6097","KHANDWA","Sugarcane","FRUIT",514,"v17",1
"6098","KHANDWA","Began(brinjal)","VEGETABLE",601,"v17",1
"6099","KHANDWA","Balar","VEGETABLE",602,"v17",1
"6100","KHANDWA","Palak(spinach)","VEGETABLE",603,"v17",1
"6101","KHANDWA","Methi(fenugreek)","VEGETABLE",604,"v17",1
"6102","KHANDWA","Bhindi(okra)","VEGETABLE",605,"v17",1
"6103","KHANDWA","Karela(bitter gourd)","VEGETABLE",606,"v17",1
"6104","KHANDWA","Gawarfali(cluster beans)","VEGETABLE",607,"v17",1
"6105","KHANDWA","Kadu(pumpkin)","VEGETABLE",608,"v17",1
"6106","KHANDWA","Gilki","VEGETABLE",609,"v17",1
"6107","KHANDWA","Muttor(peas)","VEGETABLE",610,"v17",1
"6108","KHANDWA","Loki(bottle gourd)","VEGETABLE",611,"v17",1
"6109","KHANDWA","Amadi ki bhaji","VEGETABLE",612,"v17",1
"6110","KHANDWA","mirch","VEGETABLE",613,"v17",1
"6111","KHANDWA","Gajar(carrot)","VEGETABLE",614,"v17",1
"6112","KHANDWA","Muli(raddish)","VEGETABLE",615,"v17",1
"6113","MAHBUBNAGAR","rice","CEREALS",101,"v17",1
"6116","MAHBUBNAGAR","Patthi","PULSES",201,"v17",1
"6118","MAHBUBNAGAR","kandi","PULSES",203,"v17",1
"6120","MAHBUBNAGAR","Green gram ","PULSES",205,"v17",1
"6122","MAHBUBNAGAR","Bebbarlu","PULSES",207,"v17",1
"6124","MAHBUBNAGAR","palli","OILSEEDS",301,"v17",1
"6126","MAHBUBNAGAR","Sunflower ","OILSEEDS",303,"v17",1
"6128","MAHBUBNAGAR","Castor","OILSEEDS",305,"v17",1
"6129","MAHBUBNAGAR","mango","FRUIT",501,"v17",1
"6132","MAHBUBNAGAR","Seethaphul","FRUIT",504,"v17",1
"6133","MAHBUBNAGAR","nalla neradi pandu","FRUIT",505,"v17",1
"6134","MAHBUBNAGAR","Manga pandu","FRUIT",506,"v17",1
"6135","MAHBUBNAGAR","Ganga reni pandu","FRUIT",507,"v17",1
"6136","MAHBUBNAGAR","Guava ","FRUIT",508,"v17",1
"6139","MAHBUBNAGAR","Menthem  (leafyvegetable)                             ","VEGETABLE",602,"v17",1
"6140","MAHBUBNAGAR","Gongura (leafy vegetable)","VEGETABLE",603,"v17",1
"6141","MAHBUBNAGAR","mirchi","VEGETABLE",604,"v17",1
"6142","MAHBUBNAGAR","Vankaaya","VEGETABLE",605,"v17",1
"6143","MAHBUBNAGAR","Benda ","VEGETABLE",606,"v17",1
"6146","MAHBUBNAGAR","Ulligadda","VEGETABLE",609,"v17",1
"6147","MAHBUBNAGAR","Tota kura(leafy vegetable)","VEGETABLE",610,"v17",1
"6149","MALKANGIRI","Paddy","CEREALS",102,"v17",1
"6150","MALKANGIRI","Ragi","CEREALS",103,"v17",1
"6151","MALKANGIRI","sua (millets)","CEREALS",104,"v17",1
"6152","MALKANGIRI","Sweet corn","CEREALS",105,"v17",1
"6153","MALKANGIRI","Boroboti","PULSES",201,"v17",1
"6155","MALKANGIRI","Horse gram","PULSES",203,"v17",1
"6156","MALKANGIRI","Jhudungo","PULSES",204,"v17",1
"6157","MALKANGIRI","pigeon pea","PULSES",205,"v17",1
"6158","MALKANGIRI","Black gram","PULSES",206,"v17",1
"6160","MALKANGIRI","Alsi","OILSEEDS",301,"v17",1
"6161","MALKANGIRI","seasame","OILSEEDS",302,"v17",1
"6174","MALKANGIRI"," yam root","VEGETABLE",601,"v17",1
"6175","MALKANGIRI","ash gourd","VEGETABLE",602,"v17",1
"6177","MALKANGIRI","Beans","VEGETABLE",604,"v17",1
"6178","MALKANGIRI","Bitter gourd","VEGETABLE",605,"v17",1
"6179","MALKANGIRI","Black beans","VEGETABLE",606,"v17",1
"6180","MALKANGIRI","Bottle gourd","VEGETABLE",607,"v17",1
"6181","MALKANGIRI","Brinjal","VEGETABLE",608,"v17",1
"6182","MALKANGIRI","Butter beans","VEGETABLE",609,"v17",1
"6186","MALKANGIRI","Drumsticks","VEGETABLE",613,"v17",1
"6187","MALKANGIRI","Eddoe ( root vegetable)","VEGETABLE",614,"v17",1
"6188","MALKANGIRI","Evy gourd","VEGETABLE",615,"v17",1
"6189","MALKANGIRI","Kidney beans","VEGETABLE",616,"v17",1
"6191","MALKANGIRI","Lady’s finger","VEGETABLE",618,"v17",1
"6193","MALKANGIRI","pumpkin","VEGETABLE",620,"v17",1
"6194","MALKANGIRI","radish","VEGETABLE",621,"v17",1
"6195","MALKANGIRI","ridge gourd","VEGETABLE",622,"v17",1
"6196","MALKANGIRI","Snake gourd","VEGETABLE",623,"v17",1
"6198","MALKANGIRI","Tomato","VEGETABLE",625,"v17",1
"6200","MALKANGIRI","Chilli","VEGETABLE",627,"v17",1
"6204","MALKANGIRI","onion","VEGETABLE",631,"v17",1
"6206","PALAMU","Makka(maize)","CEREALS",101,"v17",1
"6207","PALAMU"," Dhan(paddy)","CEREALS",102,"v17",1
"6208","PALAMU","Genhu(wheat)","CEREALS",103,"v17",1
"6209","PALAMU","Jo(jowar)","CEREALS",104,"v17",1
"6215","PALAMU","Arhar","PULSES",201,"v17",1
"6216","PALAMU","Gram","PULSES",202,"v17",1
"6217","PALAMU","Masoor","PULSES",203,"v17",1
"6218","PALAMU","kurthi","PULSES",204,"v17",1
"6226","PALAMU","Tisi","OILSEEDS",302,"v17",1
"6227","PALAMU","Sarso(mustard)","OILSEEDS",303,"v17",1
"6229","PALAMU","Til(sesame)","OILSEEDS",305,"v17",1
"6231","PALAMU","Mahua fruit","FRUIT",501,"v17",1
"6232","PALAMU","Aam(mango)","FRUIT",502,"v17",1
"6233","PALAMU","Ber(Indian apple)","FRUIT",503,"v17",1
"6249","PALAMU","Tamator(tomato)","VEGETABLE",603,"v17",1
"6250","PALAMU","Aalu(potato)","VEGETABLE",604,"v17",1
"6251","PALAMU","Pyaj(onion)","VEGETABLE",605,"v17",1
"6252","PALAMU","Baigan(brinjal)","VEGETABLE",606,"v17",1
"6253","PALAMU","Mulli(raddish)","VEGETABLE",607,"v17",1
"6254","PALAMU","Mircha(chillies)","VEGETABLE",608,"v17",1
"6255","PALAMU","Bhindi (okra)","VEGETABLE",609,"v17",1
"6256","PALAMU","Karela(bitter gourd)","VEGETABLE",610,"v17",1
"6257","PALAMU","Loki(bottle gourd)","VEGETABLE",611,"v17",1
"6260","PALAMU","jhinga ","VEGETABLE",614,"v17",1
"6265","PALAMU","Bhatua","VEGETABLE",619,"v17",1
"6278","BANKURA","Paddy","CEREALS",101,"v17",1
"6284","BANKURA","Roma  ","PULSES",203,"v17",1
"6285","BANKURA","Mung","PULSES",204,"v17",1
"6286","BANKURA","Musur","PULSES",205,"v17",1
"6288","BANKURA","Dumur ","PULSES",207,"v17",1
"6290","BANKURA","Tisi ","OILSEEDS",302,"v17",1
"6291","BANKURA","Khasla ","OILSEEDS",303,"v17",1
"6293","BANKURA","Mango","FRUIT",502,"v17",1
"6294","BANKURA","Jam / kut (Blackberry)","FRUIT",503,"v17",1
"6295","BANKURA","jackfruit","FRUIT",504,"v17",1
"6296","BANKURA","Bel","FRUIT",505,"v17",1
"6297","BANKURA","amra (  mango)","FRUIT",506,"v17",1
"6298","BANKURA","Date","FRUIT",507,"v17",1
"6299","BANKURA","plum","FRUIT",508,"v17",1
"6300","BANKURA","Guvava","FRUIT",509,"v17",1
"6301","BANKURA","Custard Apple ","FRUIT",510,"v17",1
"6302","BANKURA","Kul ","FRUIT",511,"v17",1
"6306","BANKURA","Lemon","FRUIT",515,"v17",1
"6310","BANKURA","Potato","VEGETABLE",601,"v17",1
"6311","BANKURA","Green Onion","VEGETABLE",602,"v17",1
"6312","BANKURA","Brinjal","VEGETABLE",603,"v17",1
"6313","BANKURA","Raddish","VEGETABLE",604,"v17",1
"6314","BANKURA","lau(bottle Gourd)","VEGETABLE",605,"v17",1
"6315","BANKURA","note Shak  (Leafy vegetable)","VEGETABLE",606,"v17",1
"6317","BANKURA","Munga ( Drumstick)","VEGETABLE",608,"v17",1
"6318","BANKURA","Pepe (Papaya)","VEGETABLE",609,"v17",1
"6320","BANKURA","Lady's Finger","VEGETABLE",611,"v17",1
"6321","BANKURA","Jhinga","VEGETABLE",612,"v17",1
"6322","BANKURA","Karla (Bitter Gourd )","VEGETABLE",613,"v17",1
"6323","BANKURA","Barbati","VEGETABLE",614,"v17",1
"6324","BANKURA","Kalmi Shak  (Leafy vegetable)","VEGETABLE",615,"v17",1
"6325","BANKURA","Kundri","VEGETABLE",616,"v17",1
"6328","BANKURA","Green Chillies","VEGETABLE",619,"v17",1
"6329","BANKURA","Red Chillies","VEGETABLE",620,"v17",1
"6330","BANKURA","Palang Shak  (Leafy vegetable)","VEGETABLE",621,"v17",1
"6332","BANKURA","Tomato","VEGETABLE",623,"v17",1
"6333","BANKURA","Sim","VEGETABLE",624,"v17",1
"6334","BANKURA","lasun (garlic)","VEGETABLE",625,"v17",1
"6335","BANKURA","Onion","VEGETABLE",626,"v17",1
"6336","BANKURA","Kulathi shak  (Leafy vegetable)","VEGETABLE",627,"v17",1
"6337","BANKURA","Hincha shak (Leafy vegetable)","VEGETABLE",628,"v17",1
"6338","BANKURA","Cauliflower","VEGETABLE",629,"v17",1
"6339","BANKURA","cabbage","VEGETABLE",630,"v17",1
"6340","BANKURA","pumpkin","VEGETABLE",631,"v17",1
"6342","KACHCHH","Jowar","CEREALS",101,"v18",1
"6343","KACHCHH","Bajra","CEREALS",102,"v18",1
"6345","KACHCHH","Mug","PULSES",201,"v18",1
"6346","KACHCHH","Math","PULSES",202,"v18",1
"6347","KACHCHH","Chana","PULSES",203,"v18",1
"6348","KACHCHH","Aranda","OILSEEDS",301,"v18",1
"6349","KACHCHH","Tal (sesame)","OILSEEDS",302,"v18",1
"6350","KACHCHH","groundnut(mungfali)","OILSEEDS",303,"v18",1
"6351","KACHCHH","Raydo (Mustard)","OILSEEDS",304,"v18",1
"6357","KACHCHH","RIGAN (Brinjal)","VEGETABLE",601,"v18",1
"6358","KACHCHH","Marcha (Mirchi)","VEGETABLE",602,"v18",1
"6359","KACHCHH","Tameta(Tomato)","VEGETABLE",603,"v18",1
"6360","KACHCHH","muli(raddish)","VEGETABLE",604,"v18",1
"6361","KACHCHH","Dhana (Dhaniya)","VEGETABLE",605,"v18",1
"6368","KACHCHH","Sovin (Gouvar)","OTHERS",701,"v18",1
"6369","KACHCHH","Isabgol","OTHERS",702,"v18",1
"6370","DEVAS","Jowar","CEREALS",101,"v18",1
"6371","DEVAS","Makka(maize)","CEREALS",102,"v18",1
"6372","DEVAS","Dhan(paddy)","CEREALS",103,"v18",1
"6373","DEVAS","Rajgara","CEREALS",104,"v18",1
"6374","DEVAS","Bajra","CEREALS",105,"v18",1
"6375","DEVAS","Genhu(wheat)","CEREALS",104,"v18",1
"6376","DEVAS","Tuar","PULSES",201,"v18",1
"6377","DEVAS","Chana","PULSES",202,"v18",1
"6378","DEVAS","Chawla","PULSES",203,"v18",1
"6379","DEVAS","Urad","PULSES",204,"v18",1
"6380","DEVAS","Mung","PULSES",205,"v18",1
"6381","DEVAS","Soyabean","OILSEEDS",301,"v18",1
"6382","DEVAS","Mungfali(groundnut)","OILSEEDS",302,"v18",1
"6383","DEVAS","Tillee(sesame)","OILSEEDS",303,"v18",1
"6384","DEVAS","Kapas(cotton)","FIBRE",401,"v18",1
"6385","DEVAS","Aam(mango)","FRUIT",501,"v18",1
"6387","DEVAS","Jam","FRUIT",503,"v18",1
"6388","DEVAS","Jamun","FRUIT",504,"v18",1
"6389","DEVAS","Papita","FRUIT",505,"v18",1
"6390","DEVAS","Tarbuj","FRUIT",506,"v18",1
"6391","DEVAS","Kharbuj","FRUIT",507,"v18",1
"6392","DEVAS","Amrood","FRUIT",508,"v18",1
"6393","DEVAS","Sitafal","FRUIT",509,"v18",1
"6394","DEVAS","Anar","FRUIT",510,"v18",1
"6395","DEVAS","Temru","FRUIT",511,"v18",1
"6396","DEVAS","Khajur(dates)","FRUIT",512,"v18",1
"6397","DEVAS","Billa","FRUIT",513,"v18",1
"6398","DEVAS","Bair(Indian apple)","FRUIT",514,"v18",1
